Value,Disaggregation combinations using this value,Number of indicators
Baden-Württemberg,1,1
Barcelona,1,1
Bayern,1,1
Berlin,1,1
Bremen,1,1
Frankreich,1,1
Großgoltern,1,1
Gutsunder,1,1
Hamburg,1,1
Hannover,1,1
Havanna,1,1
Italien,1,1
Niedersachsen,1,1
Nirvana,1,1
Timbujtu,1,1
Übersee,1,1
